Code;Calle;Entre Calle;Lineas;Latitud;Longitud
C4152;Caseros 500;Arturo M. Bas y Simon Bolivar;67 Reg -;-31,416207;-64,192064
C4154;Caseros 223;Belgrano y Velez Sarsfield;67 Reg -;-31,417251;-64,188588
C4156;Paso de los Andes 270;Pje. Carmelo y Duarte Quiros;60 Ida - 62 Ida - 67 Ida -;-31,414587;-64,200019
C4158;Paso de los Andes 535;Montevideo y Aguilar;60 Ida - 62 Ida - 67 Ida -;-31,41845;-64,201382
C4160;Paso de los Andes 820;Laprida y Achaval Rodriguez;60 Ida - 62 Ida - 67 Ida -;-31,421028;-64,202315
C4162;Pueyrredon 651;Corro y Arturo M. Bas;63 Reg - 64 Reg -;-31,424296;-64,198061
C4164;Pueyrredon 387;M.T de Alvear y Belgrano;65 Reg -;-31,425949;-64,19341
C4166;Pueyrredon 73;Obispo Trejo y Independencia;65 Reg -;-31,427143;-64,189612
C4168;Pueyrredon 500;Rafael Escuti y Simon Bolivar;63 Ida - 64 Ida -;-31,425443;-64,195223
C4170;Pueyrredon 675;Arturo M. Bas y Corro;63 Ida - 64 Ida -;-31,42474;-64,197637
C4172;Pueyrredon 990;Juan Davis y Mariano Moreno;63 Ida - 64 Ida -;-31,423541;-64,201103
C4174;Rodriguez Peña 170;9 de Julio y Colon;60 Reg - 62 Reg -;-31,410631;-64,196892
C4176;Sucre 341;La Rioja y Humberto Primo;68 Reg -;-31,41028;-64,187775
C4178;Tucuman 56;Dean Funes y 9 de Julio;61 Reg - 63 Reg - 64 Reg - 66 Ida - 16 Ida -;-31,414098;-64,187897
C4180;Illia 238;Ituzaingó y Chacabuco;14 Ida - 17 Reg -;-31,42193;-64,182419
C4182;Guzman 200;Lima y Olmos;60 Ida - 62 Ida - 64 Ida -;-31,415003;-64,175815
C4184;Guzman 350;Catamarca y Lima;60 Ida - 62 Ida - 64 Ida -;-31,414088;-64,175536
C4186;Estrada 160;Buenos Aires y Crisol;65 Reg -;-31,428068;-64,186683
C4188;Achaval Rodriguez 333;Belgrano y M.T. de Alvear;61 Ida - 65 Ida -;-31,424154;-64,192429
C4190;Bajada Pucara 9999;Ferroviarios y Peron;15 Reg - 16 Reg -;-31,427862;-64,169356
C4192;Bajada Pucara 9999;Peron y Ferroviarios;15 Ida - 16 Ida -;-31,428659;-64,169851
C4194;Bv. Peron 72;Rosario de Santa Fe y San Jeronimo;60 Ida - 62 Ida - 64 Ida - 15 Ida - 16 Ida -;-31,41929;-64,17596
C4196;Bv. Peron 9999;Terminal Nueva;15 Reg - 16 Reg -;-31,423866;-64,173267
C4198;Bv. Peron 9999;Terminal Vieja;15 Reg - 16 Reg -;-31,422071;-64,174788
C4200;Bv. Peron 9999;Terminal Vieja;15 Ida - 16 Ida -;-31,422058;-64,174957
C4202;Bv. Peron 9999;Terminal Nueva;15 Ida - 16 Ida -;-31,424067;-64,173181
C4204;Novillo Saravia 9999;Saliendo del Predio;66 Ida - 67 Ida - 13 Ida - 16 Ida - 19 Ida -;-31,442925;-64,187493
C4206;Cruz Roja Argentina 9999;Carlos Becu y Obispo Echenique altamira;66 Ida - 67 Ida - 13 Ida - 16 Ida - 18 Ida - 19 Ida -;-31,442875;-64,189634
C4208;Cruz Roja Argentina 9999;Esquina Maestro Lopez;66 Ida - 67 Ida - 13 Ida - 16 Ida - 18 Ida - 19 Ida -;-31,443273;-64,193239
C4210;Maestro Lopez 9999;Frente UTN;66 Ida - 67 Ida - 13 Ida - 16 Ida - 18 Ida - 19 Ida -;-31,442101;-64,193759
C4212;Maestro Lopez 9999;Frente Hellen Keller;66 Ida - 67 Ida - 13 Ida - 16 Ida - 18 Ida - 19 Ida -;-31,439946;-64,192681
C4214;Medina Allende 9999;Esq. Haya de la Torre;66 Ida - 16 Ida -;-31,437763;-64,192278
C4216;Medina Allende 9999;Pasando Haya de la Torre;66 Ida - 16 Ida -;-31,435987;-64,19172
C4218;Medina Allende;Esq. Haya de la Torre;67 Ida - 13 Ida - 18 Ida - 19 Ida -;-31,437726;-64,192268
C4220;Haya de la Torre 9999;Pasando Pabellon Argentina;67 Ida - 13 Ida - 18 Ida - 19 Ida -;-31,438948;-64,187466
C4222;Valparaiso 9999;Fte. Ciencias Economicas;67 Ida - 13 Ida - 18 Ida - 19 Ida -;-31,435327;-64,185071
C4224;Velez Sarsfield 230;Caseros y Duarte Quiros;66 Reg - 13 Reg - 17 Reg - 18 Reg - 19 Reg -;-31,418336;-64,188008
C4226;Venezuela 103;Parque de las Tejas;66 Reg - 16 Reg -;-31,433767;-64,187944
C4228;Valparaiso 9999;Fte. Ciencias Economicas;67 Reg - 13 Reg - 18 Reg - 19 Reg -;-31,435637;-64,185457
C4230;Haya de la Torre 9999;Fte. Esc. Enfermeria;67 Reg - 13 Reg - 18 Reg - 19 Reg -;-31,438783;-64,187049
C4232;Medina Allende 9999;Esq. Hayta de la Torre;66 Reg - 16 Reg -;-31,436994;-64,192193
C4234;Maestro Lopez 9999;Medina Allende y Cruz Roja;66 Reg - 67 Reg - 13 Reg - 16 Reg - 18 Reg - 19 Reg -;-31,439795;-64,192772
C4236;Maestro Lopez 9999;Medina Allende y Cruz Roja;66 Reg - 67 Reg - 13 Reg - 16 Reg - 18 Reg - 19 Reg -;-31,442371;-64,193968
C4238;Haya de la Torre 9999;Esq Medina Allende;67 Reg - 13 Reg - 18 Reg - 19 Reg -;-31,437351;-64,192026
C4240;Los Nogales 9999;Valparaiso y Barros;66 Reg - 16 Reg -;-31,433662;-64,185798
C4242;Cruz Roja Argentina 9999;Carlos Octavio Bunge y Obispo Echenique Altamira ;66 Reg - 67 Reg - 13 Reg - 16 Reg - 18 Reg - 19 Reg -;-31,442931;-64,189854
C4244;Cruz Roja Argentina 9999;Esquina con Valparaiso;66 Reg - 67 Reg - 13 Reg - 16 Reg - 18 Reg - 19 Reg -;-31,442669;-64,18745
C4246;Buenos Aires 1415;Venezuela y Colombia;66 Ida - 16 Ida -;-31,432741;-64,189543
C4248;Ambrosio Olmos ****;Richardson y Plaza de las Americas;66 Ida - 16 Ida -;-31,432655;-64,193813
C4250;27 de Abril 130;Ob. Trejo y Velez Sarsfield;62 Ida - 64 Ida -;-31,416477;-64,186699
C4252;De la Industria 898;Esq. Nores Martinez;66 Ida - 67 Ida - 13 Ida - 16 Ida - 19 Ida -;-31,442797;-64,182976
C4254;27 de Abril 100;Esq. Trejo;10 Ida - 12 Ida -;-31,416578;-64,186036
C4256;Cruz Roja Argentina 9999;Esq. Belardinelli;66 Reg - 67 Reg - 13 Reg - 16 Reg - 18 Reg - 19 Reg -;-31,443392;-64,193073
C4258;Cruz Roja Argentina ****;Pasando Rotonda;18 Ida -;-31,442577;-64,187966
C4918;Julio Roca 1413;Bambilla y Jupiter;65 Reg -;-31,429775;-64,210598
C4958;Cruz Roja Argentina 9999;Bunge y Altamira;66 Ida - 67 Ida - 13 Ida - 16 Ida - 18 Ida - 19 Ida -;-31,442971;-64,191248
C4959;Haya de la Torre 9999;Pabellon Argentina;67 Ida -;-31,438394;-64,189553
